country,year,value,variable,GCM,SRES,iso
Botswana,1971,687.7650921,HDD,CCSM3x,A2,bwa
France,1971,4953.257553,HDD,CCSM3x,A2,fra
Thailand,1971,14.50113316,HDD,CCSM3x,A2,tha
Spain,1971,3628.361687,HDD,CCSM3x,A2,esp
Papua New Guinea,1971,1.753871229,HDD,CCSM3x,A2,png
Turkmenistan,1971,4310.544595,HDD,CCSM3x,A2,tkm
Cameroon,1971,1.907093678,HDD,CCSM3x,A2,cmr
Sweden,1971,5148.414747,HDD,CCSM3x,A2,swe
Iraq,1971,1549.16971,HDD,CCSM3x,A2,irq
Yemen,1971,734.0825819,HDD,CCSM3x,A2,yem
Uzbekistan,1971,4790.264086,HDD,CCSM3x,A2,uzb
Japan,1971,4439.79343,HDD,CCSM3x,A2,jpn
Paraguay,1971,459.3078333,HDD,CCSM3x,A2,pry
Zimbabwe,1971,593.4686291,HDD,CCSM3x,A2,zwe
Philippines,1971,0.174877493,HDD,CCSM3x,A2,phl
Germany,1971,6110.744669,HDD,CCSM3x,A2,deu
Norway,1971,8605.03707,HDD,CCSM3x,A2,nor
Malaysia,1971,0,HDD,CCSM3x,A2,mys
Finland,1971,9377.682546,HDD,CCSM3x,A2,fin
Congo,1971,0,HDD,CCSM3x,A2,cog
Vietnam,1971,184.8537276,HDD,CCSM3x,A2,vnm
Cote dIvoire,1971,0,HDD,CCSM3x,A2,civ
Oman,1971,113.2137649,HDD,CCSM3x,A2,omn
Italy,1971,4421.8005,HDD,CCSM3x,A2,ita
Poland,1971,6823.613619,HDD,CCSM3x,A2,pol
New Zealand,1971,3116.905151,HDD,CCSM3x,A2,nzl
Burkina Faso,1971,0.002014647,HDD,CCSM3x,A2,bfa
United Kingdom,1971,5949.152617,HDD,CCSM3x,A2,gbr
Gabon,1971,0.100481228,HDD,CCSM3x,A2,gab
Ecuador,1971,1318.957312,HDD,CCSM3x,A2,ecu
Guinea,1971,0.078030951,HDD,CCSM3x,A2,gin
Ghana,1971,0,HDD,CCSM3x,A2,gha
Romania,1971,5883.503489,HDD,CCSM3x,A2,rom
Laos,1971,169.0226305,HDD,CCSM3x,A2,lao
Uganda,1971,70.60012121,HDD,CCSM3x,A2,uga
Guyana,1971,0,HDD,CCSM3x,A2,guy
Belarus,1971,7856.874862,HDD,CCSM3x,A2,blr
Senegal,1971,0.478662951,HDD,CCSM3x,A2,sen
Kyrgyzstan,1971,9325.049544,HDD,CCSM3x,A2,kgz
Syria,1971,2642.409807,HDD,CCSM3x,A2,syr
Cambodia,1971,0.274172461,HDD,CCSM3x,A2,khm
Uruguay,1971,1881.521354,HDD,CCSM3x,A2,ury
Greece,1971,3321.867543,HDD,CCSM3x,A2,grc
Tunisia,1971,1866.938873,HDD,CCSM3x,A2,tun
Suriname,1971,0,HDD,CCSM3x,A2,sur
Nepal,1971,1968.631263,HDD,CCSM3x,A2,npl
Bangladesh,1971,69.01603132,HDD,CCSM3x,A2,bgd
Tajikistan,1971,6021.818854,HDD,CCSM3x,A2,tjk
Cuba,1971,15.82694124,HDD,CCSM3x,A2,cub
North Korea,1971,7490.724819,HDD,CCSM3x,A2,prk
Eritrea,1971,114.104814,HDD,CCSM3x,A2,eri
Nicaragua,1971,2.21642479,HDD,CCSM3x,A2,nic
Honduras,1971,31.38790482,HDD,CCSM3x,A2,hnd
Benin,1971,0.002892894,HDD,CCSM3x,A2,ben
South Korea,1971,5289.507558,HDD,CCSM3x,A2,kor
Bulgaria,1971,5960.344802,HDD,CCSM3x,A2,bgr
Guatemala,1971,366.611384,HDD,CCSM3x,A2,gtm
Iceland,1971,9689.954324,HDD,CCSM3x,A2,isl
Serbia and Montenegro,1971,5550.90223,HDD,CCSM3x,A2,mne
Malawi,1971,163.0857157,HDD,CCSM3x,A2,mwi
Liberia,1971,0,HDD,CCSM3x,A2,lbr
Portugal,1971,2419.335604,HDD,CCSM3x,A2,prt
Hungary,1971,5780.311853,HDD,CCSM3x,A2,hun
Jordan,1971,1948.026767,HDD,CCSM3x,A2,jor
Azerbaijan,1971,4907.931812,HDD,CCSM3x,A2,aze
Panama,1971,0.739528119,HDD,CCSM3x,A2,pan
French Guiana,1971,0,HDD,CCSM3x,A2,guf
Austria,1971,6766.65349,HDD,CCSM3x,A2,aut
United Arab Emirates,1971,87.07093421,HDD,CCSM3x,A2,are
Czech Republic,1971,6778.856,HDD,CCSM3x,A2,cze
Ireland,1971,5911.27566,HDD,CCSM3x,A2,irl
Sierra Leone,1971,0.217398159,HDD,CCSM3x,A2,sle
Sri Lanka,1971,0,HDD,CCSM3x,A2,lka
Georgia,1971,6041.415037,HDD,CCSM3x,A2,geo
Latvia,1971,8058.19724,HDD,CCSM3x,A2,lva
Lithuania,1971,7811.777717,HDD,CCSM3x,A2,ltu
Croatia,1971,5269.98125,HDD,CCSM3x,A2,hrv
Togo,1971,1.56413e-4,HDD,CCSM3x,A2,tgo
Costa Rica,1971,45.00108732,HDD,CCSM3x,A2,cri
Denmark,1971,1068.104094,HDD,CCSM3x,A2,dnk
Dominican Republic,1971,18.35517607,HDD,CCSM3x,A2,dom
Bosnia &#38; Herzegovina,1971,6241.019912,HDD,CCSM3x,A2,bih
Slovakia,1971,6875.853921,HDD,CCSM3x,A2,svk
Estonia,1971,8219.755422,HDD,CCSM3x,A2,est
Solomon Is.,1971,0.37521531,HDD,CCSM3x,A2,slb
Switzerland,1971,7190.185775,HDD,CCSM3x,A2,che
Taiwan,1971,1330.114005,HDD,CCSM3x,A2,twn
Bhutan,1971,5124.210868,HDD,CCSM3x,A2,btn
Netherlands,1971,5088.213076,HDD,CCSM3x,A2,nld
Guinea-Bissau,1971,0.059935623,HDD,CCSM3x,A2,gnb
Moldova,1971,6053.97101,HDD,CCSM3x,A2,mda
Haiti,1971,0.004390632,HDD,CCSM3x,A2,hti
Belgium,1971,5597.218858,HDD,CCSM3x,A2,bel
Lesotho,1971,4444.354633,HDD,CCSM3x,A2,lso
Albania,1971,4326.510119,HDD,CCSM3x,A2,alb
Fiji,1971,1.262558456,HDD,CCSM3x,A2,fji
Armenia,1971,7558.123479,HDD,CCSM3x,A2,arm
The Bahamas,1971,24.40904402,HDD,CCSM3x,A2,bhs
Equatorial Guinea,1971,0.339546525,HDD,CCSM3x,A2,gnq
Burundi,1971,83.66707423,HDD,CCSM3x,A2,bdi
Belize,1971,4.950350745,HDD,CCSM3x,A2,blz
Macedonia,1971,5799.293305,HDD,CCSM3x,A2,mkd
Rwanda,1971,283.8917572,HDD,CCSM3x,A2,rwa
New Caledonia,1971,92.93068265,HDD,CCSM3x,A2,ncl
Djibouti,1971,0.532321435,HDD,CCSM3x,A2,dji
Israel,1971,1337.072957,HDD,CCSM3x,A2,isr
El Salvador,1971,0.900559813,HDD,CCSM3x,A2,slv
Slovenia,1971,6108.474912,HDD,CCSM3x,A2,svn
Vanuatu,1971,0.927301946,HDD,CCSM3x,A2,vut
French Polynesia,1971,0,HDD,CCSM3x,A2,pyf
Kuwait,1971,832.109626,HDD,CCSM3x,A2,kwt
Swaziland,1971,606.5622458,HDD,CCSM3x,A2,swz
Timor-Leste,1971,2.122408787,HDD,CCSM3x,A2,tls
Jamaica,1971,0.713320166,HDD,CCSM3x,A2,jam
Qatar,1971,181.0410836,HDD,CCSM3x,A2,qat
The Gambia,1971,0.060700995,HDD,CCSM3x,A2,gmb
Cyprus,1971,1698.820166,HDD,CCSM3x,A2,cyp
Lebanon,1971,2665.845322,HDD,CCSM3x,A2,lbn
Puerto Rico,1971,3.04482e-4,HDD,CCSM3x,A2,pri
Cape Verde,1971,1.013485953,HDD,CCSM3x,A2,cpv
Trinidad &#38; Tobago,1971,0,HDD,CCSM3x,A2,tto
Brunei,1971,0,HDD,CCSM3x,A2,brn
Occupied Palestinian Territory,1971,1582.846306,HDD,CCSM3x,A2,pse
Samoa,1971,0,HDD,CCSM3x,A2,wsm
Guadeloupe,1971,0.544587968,HDD,CCSM3x,A2,glp
Reunion,1971,0,HDD,CCSM3x,A2,reu
Comoros,1971,0.165530415,HDD,CCSM3x,A2,com
Luxembourg,1971,6155.065534,HDD,CCSM3x,A2,lux
Hong Kong,1971,0,HDD,CCSM3x,A2,hkg
Singapore,1971,0,HDD,CCSM3x,A2,sgp
Western Sahara,1971,263.3860568,HDD,CCSM3x,A2,esh
Russia,1972,9595.036975,HDD,CCSM3x,A2,rus
Canada,1972,8427.025215,HDD,CCSM3x,A2,can
United States,1972,4539.260185,HDD,CCSM3x,A2,usa
China,1972,4425.719017,HDD,CCSM3x,A2,chn
Brazil,1972,318.9410372,HDD,CCSM3x,A2,bra
Australia,1972,2143.540925,HDD,CCSM3x,A2,aus
India,1972,345.5845671,HDD,CCSM3x,A2,ind
Argentina,1972,2136.45072,HDD,CCSM3x,A2,arg
Kazakhstan,1972,8674.95878,HDD,CCSM3x,A2,kaz
Sudan,1972,17.27457767,HDD,CCSM3x,A2,sdn
Algeria,1972,2441.897977,HDD,CCSM3x,A2,dza
Congo DRC,1972,89.78440633,HDD,CCSM3x,A2,cod
Indonesia,1972,0,HDD,CCSM3x,A2,idn
Mexico,1972,1436.163439,HDD,CCSM3x,A2,mex
Saudi Arabia,1972,392.248187,HDD,CCSM3x,A2,sau
Libya,1972,1243.198701,HDD,CCSM3x,A2,lby
Iran,1972,4191.15827,HDD,CCSM3x,A2,irn
Mongolia,1972,13342.84723,HDD,CCSM3x,A2,mng
Peru,1972,2742.940335,HDD,CCSM3x,A2,per
Chad,1972,7.291927492,HDD,CCSM3x,A2,tcd
Angola,1972,113.1773897,HDD,CCSM3x,A2,ago
Mali,1972,1.818112358,HDD,CCSM3x,A2,mli
South Africa,1972,1528.557961,HDD,CCSM3x,A2,zaf
Niger,1972,8.617821107,HDD,CCSM3x,A2,ner
Colombia,1972,1015.860628,HDD,CCSM3x,A2,col
Ethiopia,1972,669.6224106,HDD,CCSM3x,A2,eth
Bolivia,1972,3499.605194,HDD,CCSM3x,A2,bol
Mauritania,1972,7.898001769,HDD,CCSM3x,A2,mrt
Egypt,1972,917.1470686,HDD,CCSM3x,A2,egy
Venezuela,1972,11.75275553,HDD,CCSM3x,A2,ven
Nigeria,1972,0.909849146,HDD,CCSM3x,A2,nga
Tanzania,1972,67.57779748,HDD,CCSM3x,A2,tza
Namibia,1972,714.7401932,HDD,CCSM3x,A2,nam
Chile,1972,5213.30461,HDD,CCSM3x,A2,chl
Pakistan,1972,1169.002633,HDD,CCSM3x,A2,pak
Turkey,1972,3630.66441,HDD,CCSM3x,A2,tur
Mozambique,1972,46.19334027,HDD,CCSM3x,A2,moz
Zambia,1972,243.8602206,HDD,CCSM3x,A2,zmb
Myanmar,1972,96.5792339,HDD,CCSM3x,A2,mmr
Morocco,1972,2072.650051,HDD,CCSM3x,A2,mar
Somalia,1972,5.065191996,HDD,CCSM3x,A2,som
Afghanistan,1972,5651.933501,HDD,CCSM3x,A2,afg
Central African Republic,1972,0.202310442,HDD,CCSM3x,A2,caf
Madagascar,1972,429.4468796,HDD,CCSM3x,A2,mdg
Ukraine,1972,6845.853607,HDD,CCSM3x,A2,ukr
Kenya,1972,433.6202283,HDD,CCSM3x,A2,ken
Botswana,1972,685.3220809,HDD,CCSM3x,A2,bwa
France,1972,4947.177288,HDD,CCSM3x,A2,fra
Thailand,1972,14.45772864,HDD,CCSM3x,A2,tha
Spain,1972,3621.691928,HDD,CCSM3x,A2,esp
Papua New Guinea,1972,1.765058809,HDD,CCSM3x,A2,png
Turkmenistan,1972,4298.254481,HDD,CCSM3x,A2,tkm
Cameroon,1972,1.951426341,HDD,CCSM3x,A2,cmr
Sweden,1972,5142.395803,HDD,CCSM3x,A2,swe
Iraq,1972,1547.309957,HDD,CCSM3x,A2,irq
Yemen,1972,732.5409387,HDD,CCSM3x,A2,yem
Uzbekistan,1972,4776.6066279999995,HDD,CCSM3x,A2,uzb
Japan,1972,4435.137884,HDD,CCSM3x,A2,jpn
Paraguay,1972,460.2016308,HDD,CCSM3x,A2,pry
Zimbabwe,1972,593.5769569,HDD,CCSM3x,A2,zwe
Philippines,1972,0.172661483,HDD,CCSM3x,A2,phl
Germany,1972,6103.866828,HDD,CCSM3x,A2,deu
Norway,1972,8595.853821,HDD,CCSM3x,A2,nor
Malaysia,1972,0,HDD,CCSM3x,A2,mys
Finland,1972,9366.433135,HDD,CCSM3x,A2,fin
Congo,1972,0,HDD,CCSM3x,A2,cog
Vietnam,1972,184.9895093,HDD,CCSM3x,A2,vnm
Cote dIvoire,1972,0,HDD,CCSM3x,A2,civ
Oman,1972,113.171718,HDD,CCSM3x,A2,omn
Italy,1972,4417.10091,HDD,CCSM3x,A2,ita
Poland,1972,6816.001374,HDD,CCSM3x,A2,pol
New Zealand,1972,3114.628035,HDD,CCSM3x,A2,nzl
Burkina Faso,1972,0.006859949,HDD,CCSM3x,A2,bfa
United Kingdom,1972,5941.955088,HDD,CCSM3x,A2,gbr
Gabon,1972,0.129058548,HDD,CCSM3x,A2,gab
Ecuador,1972,1317.026557,HDD,CCSM3x,A2,ecu
Guinea,1972,0.079793636,HDD,CCSM3x,A2,gin
Ghana,1972,0,HDD,CCSM3x,A2,gha
Romania,1972,5880.884962,HDD,CCSM3x,A2,rom
Laos,1972,168.2781082,HDD,CCSM3x,A2,lao
Uganda,1972,70.1013553,HDD,CCSM3x,A2,uga
Guyana,1972,0,HDD,CCSM3x,A2,guy
Belarus,1972,7842.766801,HDD,CCSM3x,A2,blr
Senegal,1972,0.474739112,HDD,CCSM3x,A2,sen
Kyrgyzstan,1972,9306.000674,HDD,CCSM3x,A2,kgz
Syria,1972,2641.949408,HDD,CCSM3x,A2,syr
Cambodia,1972,0.28398358,HDD,CCSM3x,A2,khm
Uruguay,1972,1879.622057,HDD,CCSM3x,A2,ury
Greece,1972,3322.346822,HDD,CCSM3x,A2,grc
Tunisia,1972,1859.299433,HDD,CCSM3x,A2,tun
Suriname,1972,0,HDD,CCSM3x,A2,sur
Nepal,1972,1967.875699,HDD,CCSM3x,A2,npl
Bangladesh,1972,68.6492295,HDD,CCSM3x,A2,bgd
Tajikistan,1972,6010.151543,HDD,CCSM3x,A2,tjk
Cuba,1972,15.77842278,HDD,CCSM3x,A2,cub
North Korea,1972,7477.728537,HDD,CCSM3x,A2,prk
Eritrea,1972,113.1400398,HDD,CCSM3x,A2,eri
Nicaragua,1972,2.188938993,HDD,CCSM3x,A2,nic
Honduras,1972,31.04134441,HDD,CCSM3x,A2,hnd
Benin,1972,0.003924472,HDD,CCSM3x,A2,ben
South Korea,1972,5283.154821,HDD,CCSM3x,A2,kor
Bulgaria,1972,5956.69106,HDD,CCSM3x,A2,bgr
Guatemala,1972,364.3619245,HDD,CCSM3x,A2,gtm
Iceland,1972,9686.711001,HDD,CCSM3x,A2,isl
Serbia and Montenegro,1972,5547.880487,HDD,CCSM3x,A2,mne
Malawi,1972,163.1320325,HDD,CCSM3x,A2,mwi
Liberia,1972,0,HDD,CCSM3x,A2,lbr
Portugal,1972,2415.047801,HDD,CCSM3x,A2,prt
Hungary,1972,5775.227085,HDD,CCSM3x,A2,hun
Jordan,1972,1948.200286,HDD,CCSM3x,A2,jor
Azerbaijan,1972,4902.04292,HDD,CCSM3x,A2,aze
Panama,1972,0.744956215,HDD,CCSM3x,A2,pan
French Guiana,1972,0,HDD,CCSM3x,A2,guf
Austria,1972,6758.355588,HDD,CCSM3x,A2,aut
United Arab Emirates,1972,88.12974561,HDD,CCSM3x,A2,are
Czech Republic,1972,6770.616559,HDD,CCSM3x,A2,cze
Ireland,1972,5905.41216,HDD,CCSM3x,A2,irl
Sierra Leone,1972,0.23000704,HDD,CCSM3x,A2,sle
Sri Lanka,1972,0,HDD,CCSM3x,A2,lka
Georgia,1972,6036.04812,HDD,CCSM3x,A2,geo
Latvia,1972,8041.096073,HDD,CCSM3x,A2,lva
Lithuania,1972,7800.59925,HDD,CCSM3x,A2,ltu
Croatia,1972,5263.161131,HDD,CCSM3x,A2,hrv
Togo,1972,0.004189806,HDD,CCSM3x,A2,tgo
Costa Rica,1972,44.81209227,HDD,CCSM3x,A2,cri
Denmark,1972,1066.94082,HDD,CCSM3x,A2,dnk
Dominican Republic,1972,17.93947451,HDD,CCSM3x,A2,dom
Bosnia &#38; Herzegovina,1972,6239.420125,HDD,CCSM3x,A2,bih
Slovakia,1972,6868.051282,HDD,CCSM3x,A2,svk
Estonia,1972,8206.25343,HDD,CCSM3x,A2,est
Solomon Is.,1972,0.372958643,HDD,CCSM3x,A2,slb
Switzerland,1972,7180.666233,HDD,CCSM3x,A2,che
Taiwan,1972,1328.557769,HDD,CCSM3x,A2,twn
Bhutan,1972,5121.102794,HDD,CCSM3x,A2,btn
Netherlands,1972,5081.151393,HDD,CCSM3x,A2,nld
Guinea-Bissau,1972,0.060245856,HDD,CCSM3x,A2,gnb
Moldova,1972,6045.258132,HDD,CCSM3x,A2,mda
Haiti,1972,0.003157757,HDD,CCSM3x,A2,hti
Belgium,1972,5589.235783,HDD,CCSM3x,A2,bel
Lesotho,1972,4438.577357,HDD,CCSM3x,A2,lso
Albania,1972,4324.722083,HDD,CCSM3x,A2,alb
Fiji,1972,1.21798144,HDD,CCSM3x,A2,fji
Armenia,1972,7552.120007,HDD,CCSM3x,A2,arm
The Bahamas,1972,24.30600211,HDD,CCSM3x,A2,bhs
Equatorial Guinea,1972,0.393053395,HDD,CCSM3x,A2,gnq
Burundi,1972,82.49294602,HDD,CCSM3x,A2,bdi
Belize,1972,4.943612481,HDD,CCSM3x,A2,blz
Macedonia,1972,5795.170159,HDD,CCSM3x,A2,mkd
Rwanda,1972,280.7374946,HDD,CCSM3x,A2,rwa
New Caledonia,1972,92.78392661,HDD,CCSM3x,A2,ncl
Djibouti,1972,0.539046681,HDD,CCSM3x,A2,dji
Israel,1972,1336.833088,HDD,CCSM3x,A2,isr
El Salvador,1972,0.89103785,HDD,CCSM3x,A2,slv
Slovenia,1972,6101.52128,HDD,CCSM3x,A2,svn
Vanuatu,1972,0.900323135,HDD,CCSM3x,A2,vut
French Polynesia,1972,0,HDD,CCSM3x,A2,pyf
Kuwait,1972,830.9814019,HDD,CCSM3x,A2,kwt
Swaziland,1972,603.4304889,HDD,CCSM3x,A2,swz
Timor-Leste,1972,2.084578511,HDD,CCSM3x,A2,tls
Jamaica,1972,0.730224204,HDD,CCSM3x,A2,jam
Qatar,1972,181.2043444,HDD,CCSM3x,A2,qat
The Gambia,1972,0.063698729,HDD,CCSM3x,A2,gmb
Cyprus,1972,1701.545016,HDD,CCSM3x,A2,cyp
Lebanon,1972,2666.661857,HDD,CCSM3x,A2,lbn
Puerto Rico,1972,3.05199e-4,HDD,CCSM3x,A2,pri
Cape Verde,1972,1.081242793,HDD,CCSM3x,A2,cpv
Trinidad &#38; Tobago,1972,0,HDD,CCSM3x,A2,tto
Brunei,1972,0,HDD,CCSM3x,A2,brn
Occupied Palestinian Territory,1972,1581.034762,HDD,CCSM3x,A2,pse
Samoa,1972,0,HDD,CCSM3x,A2,wsm
Guadeloupe,1972,0.537493905,HDD,CCSM3x,A2,glp
Reunion,1972,0,HDD,CCSM3x,A2,reu
Comoros,1972,0.17331205,HDD,CCSM3x,A2,com
Luxembourg,1972,6147.123312,HDD,CCSM3x,A2,lux
Hong Kong,1972,0,HDD,CCSM3x,A2,hkg
Singapore,1972,0,HDD,CCSM3x,A2,sgp
Western Sahara,1972,261.020178,HDD,CCSM3x,A2,esh
Russia,1973,9579.569721,HDD,CCSM3x,A2,rus
Canada,1973,8417.953866,HDD,CCSM3x,A2,can
United States,1973,4535.153176,HDD,CCSM3x,A2,usa
China,1973,4419.367255,HDD,CCSM3x,A2,chn
Brazil,1973,316.8820904,HDD,CCSM3x,A2,bra
Australia,1973,2137.494193,HDD,CCSM3x,A2,aus
India,1973,345.0634383,HDD,CCSM3x,A2,ind
Argentina,1973,2130.497516,HDD,CCSM3x,A2,arg
Kazakhstan,1973,8656.286983,HDD,CCSM3x,A2,kaz
Sudan,1973,17.16707935,HDD,CCSM3x,A2,sdn
Algeria,1973,2438.207932,HDD,CCSM3x,A2,dza
Congo DRC,1973,89.11693866,HDD,CCSM3x,A2,cod
Indonesia,1973,0,HDD,CCSM3x,A2,idn
Mexico,1973,1432.849747,HDD,CCSM3x,A2,mex
Saudi Arabia,1973,392.0440024,HDD,CCSM3x,A2,sau
Libya,1973,1240.616733,HDD,CCSM3x,A2,lby
Iran,1973,4185.153178,HDD,CCSM3x,A2,irn
Mongolia,1973,13318.80383,HDD,CCSM3x,A2,mng
Peru,1973,2733.043265,HDD,CCSM3x,A2,per
Chad,1973,7.265206125,HDD,CCSM3x,A2,tcd
Angola,1973,112.8375805,HDD,CCSM3x,A2,ago
Mali,1973,1.803298622,HDD,CCSM3x,A2,mli
South Africa,1973,1524.33522,HDD,CCSM3x,A2,zaf
Niger,1973,8.645026634,HDD,CCSM3x,A2,ner
Colombia,1973,1013.625859,HDD,CCSM3x,A2,col
Ethiopia,1973,667.7340572,HDD,CCSM3x,A2,eth
Bolivia,1973,3494.034175,HDD,CCSM3x,A2,bol
Mauritania,1973,7.808703832,HDD,CCSM3x,A2,mrt
Egypt,1973,916.4690155,HDD,CCSM3x,A2,egy
Venezuela,1973,11.61403939,HDD,CCSM3x,A2,ven
Nigeria,1973,0.931226953,HDD,CCSM3x,A2,nga
Tanzania,1973,67.37562332,HDD,CCSM3x,A2,tza
Namibia,1973,711.7126166,HDD,CCSM3x,A2,nam
Chile,1973,5212.960562,HDD,CCSM3x,A2,chl
Pakistan,1973,1166.233029,HDD,CCSM3x,A2,pak
Turkey,1973,3628.850376,HDD,CCSM3x,A2,tur
Mozambique,1973,46.13505107,HDD,CCSM3x,A2,moz
Zambia,1973,243.343423,HDD,CCSM3x,A2,zmb
Myanmar,1973,96.24906167,HDD,CCSM3x,A2,mmr
Morocco,1973,2068.70545,HDD,CCSM3x,A2,mar
Somalia,1973,5.081114066,HDD,CCSM3x,A2,som
Afghanistan,1973,5642.79124,HDD,CCSM3x,A2,afg
Central African Republic,1973,0.231777623,HDD,CCSM3x,A2,caf
Madagascar,1973,427.9429313,HDD,CCSM3x,A2,mdg
Ukraine,1973,6836.719644,HDD,CCSM3x,A2,ukr
Kenya,1973,432.7190209,HDD,CCSM3x,A2,ken
Botswana,1973,682.7652703,HDD,CCSM3x,A2,bwa
France,1973,4940.572611,HDD,CCSM3x,A2,fra
Thailand,1973,14.41204956,HDD,CCSM3x,A2,tha
Spain,1973,3614.672194,HDD,CCSM3x,A2,esp
Papua New Guinea,1973,1.773313841,HDD,CCSM3x,A2,png
Turkmenistan,1973,4286.045962,HDD,CCSM3x,A2,tkm
Cameroon,1973,1.993017012,HDD,CCSM3x,A2,cmr
Sweden,1973,5135.664422,HDD,CCSM3x,A2,swe
Iraq,1973,1545.246989,HDD,CCSM3x,A2,irq
Yemen,1973,730.8118838,HDD,CCSM3x,A2,yem
Uzbekistan,1973,4763.0477,HDD,CCSM3x,A2,uzb
Japan,1973,4429.982872,HDD,CCSM3x,A2,jpn
Paraguay,1973,460.790921,HDD,CCSM3x,A2,pry
Zimbabwe,1973,593.437367,HDD,CCSM3x,A2,zwe
Philippines,1973,0.174404999,HDD,CCSM3x,A2,phl
Germany,1973,6096.390987,HDD,CCSM3x,A2,deu
Norway,1973,8585.220242,HDD,CCSM3x,A2,nor
Malaysia,1973,0,HDD,CCSM3x,A2,mys
Finland,1973,9353.912864,HDD,CCSM3x,A2,fin
Congo,1973,0,HDD,CCSM3x,A2,cog
Vietnam,1973,185.0709655,HDD,CCSM3x,A2,vnm
Cote dIvoire,1973,0,HDD,CCSM3x,A2,civ
Oman,1973,113.0598704,HDD,CCSM3x,A2,omn
Italy,1973,4411.902384,HDD,CCSM3x,A2,ita
Poland,1973,6807.856988,HDD,CCSM3x,A2,pol
New Zealand,1973,3111.842785,HDD,CCSM3x,A2,nzl
Burkina Faso,1973,0.012479155,HDD,CCSM3x,A2,bfa
United Kingdom,1973,5933.991537,HDD,CCSM3x,A2,gbr
Gabon,1973,0.158367044,HDD,CCSM3x,A2,gab
Ecuador,1973,1314.915658,HDD,CCSM3x,A2,ecu
Guinea,1973,0.081380466,HDD,CCSM3x,A2,gin
Ghana,1973,0,HDD,CCSM3x,A2,gha
Romania,1973,5877.838646,HDD,CCSM3x,A2,rom
Laos,1973,167.5418478,HDD,CCSM3x,A2,lao
Uganda,1973,69.59204951,HDD,CCSM3x,A2,uga
Guyana,1973,0,HDD,CCSM3x,A2,guy
Belarus,1973,7828.407673,HDD,CCSM3x,A2,blr
Senegal,1973,0.470229166,HDD,CCSM3x,A2,sen
Kyrgyzstan,1973,9286.922779,HDD,CCSM3x,A2,kgz
Syria,1973,2641.060387,HDD,CCSM3x,A2,syr
Cambodia,1973,0.293612838,HDD,CCSM3x,A2,khm
Uruguay,1973,1877.388237,HDD,CCSM3x,A2,ury
Greece,1973,3322.243509,HDD,CCSM3x,A2,grc
Tunisia,1973,1851.663561,HDD,CCSM3x,A2,tun
Suriname,1973,0,HDD,CCSM3x,A2,sur
Nepal,1973,1966.54188,HDD,CCSM3x,A2,npl
Bangladesh,1973,68.25512174,HDD,CCSM3x,A2,bgd
Tajikistan,1973,5998.250021,HDD,CCSM3x,A2,tjk
Cuba,1973,15.71944261,HDD,CCSM3x,A2,cub
North Korea,1973,7464.462965,HDD,CCSM3x,A2,prk
Eritrea,1973,112.1767041,HDD,CCSM3x,A2,eri
Nicaragua,1973,2.163972046,HDD,CCSM3x,A2,nic
Honduras,1973,30.69448562,HDD,CCSM3x,A2,hnd
Benin,1973,0.004991354,HDD,CCSM3x,A2,ben
South Korea,1973,5276.295138,HDD,CCSM3x,A2,kor
Bulgaria,1973,5952.486267,HDD,CCSM3x,A2,bgr
Guatemala,1973,362.1098305,HDD,CCSM3x,A2,gtm
Iceland,1973,9681.293047,HDD,CCSM3x,A2,isl
Serbia and Montenegro,1973,5544.218967,HDD,CCSM3x,A2,mne
Malawi,1973,163.0737548,HDD,CCSM3x,A2,mwi
Liberia,1973,0,HDD,CCSM3x,A2,lbr
Portugal,1973,2410.474755,HDD,CCSM3x,A2,prt
Hungary,1973,5769.619175,HDD,CCSM3x,A2,hun
Jordan,1973,1947.989524,HDD,CCSM3x,A2,jor
Azerbaijan,1973,4895.827288,HDD,CCSM3x,A2,aze
Panama,1973,0.749725063,HDD,CCSM3x,A2,pan
French Guiana,1973,0,HDD,CCSM3x,A2,guf
Austria,1973,6749.569172,HDD,CCSM3x,A2,aut
United Arab Emirates,1973,89.2222627,HDD,CCSM3x,A2,are
Czech Republic,1973,6761.919155,HDD,CCSM3x,A2,cze
Ireland,1973,5898.8191,HDD,CCSM3x,A2,irl
Sierra Leone,1973,0.241771545,HDD,CCSM3x,A2,sle
Sri Lanka,1973,0,HDD,CCSM3x,A2,lka
Georgia,1973,6030.30751,HDD,CCSM3x,A2,geo
Latvia,1973,8023.649081,HDD,CCSM3x,A2,lva
Lithuania,1973,7788.76536,HDD,CCSM3x,A2,ltu
Croatia,1973,5255.888215,HDD,CCSM3x,A2,hrv
Togo,1973,0.008449892,HDD,CCSM3x,A2,tgo
Costa Rica,1973,44.60074173,HDD,CCSM3x,A2,cri
Denmark,1973,1065.645807,HDD,CCSM3x,A2,dnk
Dominican Republic,1973,17.54260197,HDD,CCSM3x,A2,dom
Bosnia &#38; Herzegovina,1973,6236.917463,HDD,CCSM3x,A2,bih
Slovakia,1973,6859.778234,HDD,CCSM3x,A2,svk
Estonia,1973,8191.971778,HDD,CCSM3x,A2,est
Solomon Is.,1973,0.370297042,HDD,CCSM3x,A2,slb
Switzerland,1973,7170.709425,HDD,CCSM3x,A2,che
Taiwan,1973,1326.857772,HDD,CCSM3x,A2,twn
